car_park_id,address,x_coordinate,y_coordinate,parking_system_type,short_term_parking,whole_day_parking,0700to1900_parking,0700to2230_parking,free_parking,night_parking,car_park_basement,0700to1700_motorcars_rate,1700to0700_motorcars_rate,0700to2230_motorcycle_per_lot,22300to0700_motorcycle_per_lot
BE12,BLK 187-197 BISHAN STREET 13,29963.6285,36903.1662,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
BE13,BLK 135A BISHAN STREET 12,30026.4687,36336.1338,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BE14,BLK 167A BISHAN STREET 13,30460.9446,36576.481,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BE15,BLK 152A BISHAN STREET 11,30394.9029,36366.7901,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BE17,BISHAN PARK II,29598.0859,38339.9922,COUPON PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BE18,BLK 441-455 SIN MING AVENUE/BRIGHT HILL DRIVE,27751.5586,37825.0781,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
BE19,BLK 503/504 BISHAN STREET 11,29656.3321,36775.0947,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BE20,BLK 505 BISHAN STREET 11,29707.8648,36779.0905,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BE21,BLK 506/509 BISHAN STREET 11,29749.6768,36749.5862,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BE22,BLK 511/513 BISHAN STREET 13,29818.0559,36839.3645,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BE23,BLK 514 BISHAN STREET 13,29830.0702,36912.2681,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
BE24,BLK 201/206 BISHAN STREET 23,29576.3203,37491.2812,COUPON PARKING,YES,NO,YES,NO,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
BE25,BLK 207A BISHAN STREET 23,29668.2541,37471.6058,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BE26,BLK 207/212/216/217 BISHAN STREET 23,29684.6992,37553.5273,ELECTRONIC PARKING,YES,NO,YES,NO,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
BE27,BLK 212A BISHAN STREET 23,29704.1126,37637.6725,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BE28,"BLK 213-215,218-227 BISHAN STREET 23",29639.4805,37778.0547,ELECTRONIC PARKING,YES,NO,YES,NO,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
BE29,BLK 228-231 BISHAN STREET 23,29400.2617,37725.7422,ELECTRONIC PARKING,YES,NO,YES,NO,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
BE3,BLK 401-408 SIN MING AVENUE,28121.0801,38268.7852,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
BE3R,BLK 410A SIN MING AVENUE,28240.0745,38359.6695,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BE30,BLK 231A BISHAN STREET 23,29460.8559,37726.9889,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BE31,BLK 232-237 BISHAN STREET 22,29421.8945,37882.1133,ELECTRONIC PARKING,YES,NO,YES,NO,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
BE32,BLK 237A BISHAN STREET 22,29486.1335,37915.7452,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BE33,BLK 238-245 BISHAN STREET 22,29279.9809,38026.2842,ELECTRONIC PARKING,YES,NO,YES,NO,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
BE34,BLK 246A BISHAN STREET 22,29146.6066,38113.6749,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BE35,BLK 246-256 BISHAN STREET 22,29086.8281,38164.5,ELECTRONIC PARKING,YES,NO,YES,NO,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
BE36,BLK 278-281 BISHAN STREET 24,29248.3008,37730.4375,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
BE37,BLK 282 BISHAN STREET 22,29235.553,37787.1371,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BE38,BLK 283/284 BISHAN STREET 22,29251.7617,37885.625,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
BE39,BLK 263A BISHAN STREET 22,28962.9515,37918.5499,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
BE4,BLK 101-116 BISHAN STREET 12,29675.9231,36514.1566,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BE40,BLK 268A BISHAN STREET 24,29037.3835,37710.0917,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BE42,BLK 290A BISHAN STREET 24,29249.7223,37516.6532,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BE44,BLK 448A BRIGHT HILL DRIVE,27812.0967,37767.5494,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BE45,BLK 275 BISHAN STREET 24,29152.4171,37599.2039,ELECTRONIC PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
BE5,BLK 117-134 BISHAN STREET 12,29963.414,36478.9779,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BE6,BLK 135/138 BISHAN STREET 12,30066.0547,36320.9492,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BE7,BLK 139-144 BISHAN STREET 12,30192.8737,36349.311,ELECTRONIC PARKING,YES,NO,YES,NO,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
BE8,"BLK 145-150A, 151 BISHAN STREET 11",30447.9395,36286.4727,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BE9,BLK 153-167 BISHAN STREET 13,30544.5318,36588.7709,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BH1,BLK 1 THOMSON ROAD,29017.3398,34136.332,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BH2,BLK 2 BALESTIER ROAD,29050.8796,34252.9453,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJAL,BLK 517 - 519 JELAPANG ROAD,20505.161,41097.6794,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJBL,BLK 533 - 534 BUKIT PANJANG RING ROAD,20272.3997,40658.5045,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJMP,BLK 259B BANGKIT ROAD,21344.6326,39972.0102,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
BJ1,BLK 130-140 CASHEW ROAD,20878.08,39550.76,ELECTRONIC PARKING,NO,NO,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ10,BLK 234-241 BUKIT PANJANG RING ROAD,21026.3461,40101.7077,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
BJ11,BLK 242-245 BUKIT PANJANG RING ROAD,21162.6537,40303.4372,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
BJ12,BLK 246-255 BANGKIT ROAD,21452.9618,40246.9897,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
BJ13,BLK 270-277 BANGKIT ROAD,21485.25,39887.66,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ14,BLK 257 BANGKIT ROAD,21346.1751,40106.9685,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
BJ15,BLK 259A BANGKIT ROAD,21374.3071,39941.9395,ELECTRONIC PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
BJ16,BLK 259A BANGKIT ROAD,21356.3257,39943.2707,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ17,BLK 401A FAJAR ROAD,20836.1138,40357.2456,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ18,BLK 401-408 FAJAR ROAD,20743.2768,40326.2581,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ19,BLK 409-419 FAJAR ROAD,20773.5976,40665.0357,ELECTRONIC PARKING,NO,NO,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ2,BLK 141-151 GANGSA ROAD/PETIR ROAD,20581.8743,39791.6392,ELECTRONIC PARKING,NO,NO,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ20,BLK 420-426 FAJAR ROAD,20929.1589,40888.8561,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
BJ21,BLK 427-435 BUKIT PANJANG RING ROAD,21028.24,40876.34,ELECTRONIC PARKING,NO,NO,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ22,BLK 256/257/260 BANGKIT ROAD,21343.2842,40030.3147,ELECTRONIC PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
BJ23,BLK 258 BUKIT PANJANG RING ROAD,21281.85,39957.43,ELECTRONIC PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
BJ24,BLK 436-441 FAJAR ROAD,21005.5592,40580.2986,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ25,BLK 453A FAJAR ROAD,21145.4428,40760.7142,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ26,BLK 449A BUKIT PANJANG RING ROAD,21254.4996,40638.8302,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ27,BLK 442A FAJAR ROAD,21059.217,40510.9727,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ28,BLK 170A LOMPANG ROAD,20457.7599,40100.1252,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
BJ29,BLK 505A JELAPANG ROAD,20695.6095,40765.0345,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ3,BLK 101/129 GANGSA ROAD/PENDING ROAD,20884.1354,39921.5746,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ30,BLK 510A JELAPANG ROAD,20839.8705,40996.2639,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ31,BLK 513A JELAPANG ROAD,20672.7922,41096.8488,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
BJ32,BLK 518A JELAPANG ROAD,20612.4337,40944.82,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ33,BLK 234A BUKIT PANJANG RING ROAD,21177.2481,40121.6311,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ34,BLK 517A JELAPANG ROAD,20565.9376,41081.058,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ35,BLK 521A JELAPANG ROAD,20498.7021,40997.6232,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ36,BLK 525A JELAPANG ROAD,20434.7146,40912.3617,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ37,BLK 529A JELAPANG ROAD,20361.9478,40819.6691,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ38,BLK 533A BUKIT PANJANG RING ROAD,20221.922,40787.0081,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ39,BLK 537A BUKIT PANJANG RING ROAD,20158.8662,40686.9514,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ4,BLK 219/233 PETIR ROAD,21204.7046,39724.8735,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ40,BLK 541A BUKIT PANJANG RING ROAD,20163.4889,40531.4817,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ41,BLK 152A GANGSA ROAD,20447.5641,39722.7569,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ42,BLK 163A GANGSA ROAD,20317.5802,39878.586,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ43,BLK 603A SENJA ROAD,20027.2654,40409.2626,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ44,BLK 177A LOMPANG ROAD,20395.5322,40290.7701,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
BJ45,BLK 180A LOMPANG ROAD,20397.9729,40073.9347,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
BJ48,BLK 651A SENJA LINK,20352.8446,41013.5834,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ49,BLK 611A/613A/615A/616A BUKIT PANJANG RING ROAD/SENJA ROAD,20006.0358,40760.5616,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ5,BLK 225A PETIR ROAD MSCP,21295.8798,39665.1802,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ50,BLK 468A SEGAR ROAD,21363.991,41123.9328,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ51,BLK 181A JELEBU ROAD,20226.0907,40152.4974,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
BJ52,BLK 185A JELEBU ROAD,20134.1254,40120.981,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
BJ53,BLK 480A SEGAR ROAD,21168.4806,41302.9377,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ54,BLK 476A SEGAR ROAD,21342.9805,41219.4493,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ55,BLK 625A SENJA ROAD,19927.0486,40913.764,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ56,BLK 629A SENJA ROAD,19723.7125,40870.4549,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ57,BLK 628 SENJA ROAD,19859.549,40799.6812,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
BJ58,BLK 455A SEGAR ROAD,21095.0855,41051.008,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ59,BLK 488A SEGAR ROAD,21094.1509,41309.8258,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ6,BLK 217A PETIR ROAD MSCP,21443.7871,39574.4888,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ60,BLK 547 SEGAR ROAD,20899.934,41139.0944,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ61,BLK 548 SEGAR ROAD,20707.8422,41214.7175,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ62,BLK 454 FAJAR ROAD,21108.8428,40690.9971,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
BJ63,BLK 443 FAJAR ROAD,20985.8418,40364.4597,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ65,BLK 632 SENJA ROAD,19702.7354,40739.1965,ELECTRONIC PARKING,NO,NO,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ66,BLK 634 SENJA ROAD,19584.9139,40909.9744,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ67,BLK 636 SENJA ROAD,19616.1105,41031.7585,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ68,BLK 422A FAJAR ROAD,20950.1385,40814.0823,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ69,BLK 643 SENJA CLOSE,20182.5515,41087.2501,ELECTRONIC PARKING,NO,NO,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ70,BLK 646 SENJA CLOSE,20260.173,41274.7776,ELECTRONIC PARKING,NO,NO,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ71,BLK 642 SENJA CLOSE,20053.9274,40993.2371,ELECTRONIC PARKING,NO,NO,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ72,BLK 638 SENJA CLOSE,19937.6398,41200.6949,ELECTRONIC PARKING,NO,NO,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BJ8,BLK 201/218 PETIR ROAD,21353.5943,39632.9105,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BKE1,BLK 668 CHANDER ROAD,30034.1445,32237.498,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
BKE2,BLK 681/682 RACE COURSE ROAD,30466.3496,32935.1367,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
BKE3,BLK 682/683 RACE COURSE ROAD,30502.0605,32966.8867,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
BKE4,BLK 684/685 RACE COURSE ROAD,30617.8164,32970.7734,ELECTRONIC PARKING,YES,NO,YES,NO,NO,NO,NO,0.6,0.6,0.65,0.65
BKE7,BLK 678 PERUMAL ROAD,30448.766,32767.6002,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BKE9,BLK 668 CHANDER ROAD,30019.3942,32184.232,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
BKRM,BLK 6A BOON KENG ROAD,31121.6383,33283.2558,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BLM,BLK 10 BENDEMEER ROAD,31076.0824,33087.5529,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BL10,BLK 188/191 BOON LAY DRIVE,14434.5806,36212.2117,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BL13,BLK 198/206 BOON LAY DRIVE,14836.3467,36315.1094,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BL15,BLK 257A BOON LAY DRIVE,14004.6897,36456.5691,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BL17,BLK 268 BOON LAY DRIVE,14024.5648,36666.6301,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BL18,BLK 208A BOON LAY PLACE,14768.3178,36520.4472,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BL19,BLK 212A BOON LAY PLACE,14648.3419,36766.7841,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BL20,180 BOON LAY DRIVE,14072.9303,36691.7296,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BL21,183 BOON LAY AVENUE,14206.3144,36819.8339,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BL22,BLK 196 BOON LAY DRIVE,14693.2928,36077.4814,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BL23,BLK 216 BOON LAY AVENUE,14451.8262,36853.4082,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BL24,BLK 237 BOON LAY DRIVE,14295.5416,35924.1943,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
BL3,BLK 174/179 BOON LAY DRIVE,14190.8096,36556.4297,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BL8,BLK 221 BOON LAY PLACE,14653.3598,36396.1197,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BL8L,BLK 221 BOON LAY PLACE,14505.671,36484.5266,ELECTRONIC PARKING,NO,NO,NO,NO,NO,NO,NO,0.6,0.6,0.65,0.65
BL9,BLK 185/187 BOON LAY AVENUE,14356.1152,36445.4219,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BMVM,BLK 126A BUKIT MERAH VIEW,26866.0055,29672.9702,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BM1,BLK 28 JALAN BUKIT MERAH,25357.1463,29858.3486,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
BM10,BLK 56/57 LENGKOK BAHRU,25857.7754,30056.6386,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BM12,BLK 55 LENGKOK BAHRU,25769.3044,30009.7592,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BM13,BLK 44/47 LENGKOK BAHRU,25648.7676,29924.1943,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
BM14,BLK 34-36 JALAN RUMAH TINGGI,25276.6255,30161.1078,ELECTRONIC PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
BM19,BLK 88/89 REDHILL CLOSE,26373.3689,29793.0744,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
BM2,BLK 28 HOY FATT ROAD,25399.6152,29918.9512,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
